ROW_ID,BILL_TO_NAME,BILL_TO_ACCOUNT,STD_RCPT_NO,Address_SITE_NUMBER,BUSINESS_UNIT,TXN_SOURCE,TXN_TYPE,RATE_IS_CORPORATE,REC_ACTIVITY_NAME_BANK,SUBINVENTORY,INTEGRATION_SOURCE,DISTRIBUTION_ACC_ID,REC_ACTIVITY_NAME_CASH,REGION,CUSTOMER_TYPE,COST_CENTER_CODE
23731581,Nakhla IT Systems (LLC) Tamara,69011,100023,643242,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ASEERGUNAI,Vend HQ,,Cash Rounding,SA,TAMARA,0510
23731589,Nakhla IT Systems (LLC) Tamara,69011,100020,643239,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ALARIDAH,Vend HQ,,Cash Rounding,SA,TAMARA,1305
23731594,Nakhla IT Systems (LLC) Tamara,69011,100021,643240,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MAJARDAH,Vend HQ,,Cash Rounding,SA,TAMARA,0508
23731599,Nakhla IT Systems (LLC) Tamara,69011,100024,643243,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,UWALKJED,Vend HQ,,Cash Rounding,SA,TAMARA,0230
2671,Nakhla IT Systems (LLC) Tamara,69011,52033,30000115,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MAKTOWER,Vend HQ,,Cash Rounding,SA,TAMARA,1402
166681,Nakhla IT Systems (LLC) Tamara,69011,64005,508113,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,PANORAMA,Vend HQ,,Cash Rounding,SA,TAMARA,1013
166682,Nakhla IT Systems (LLC) Tamara,69011,67011,518120,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,HIJABMALL,Vend HQ,,Cash Rounding,SA,TAMARA,1013
166683,Nakhla IT Systems (LLC) Tamara,69011,67012,518121,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,HILTONMAK,Vend HQ,,Cash Rounding,SA,TAMARA,1013
236689,Nakhla IT Systems (LLC) Tamara,69011,73007,548121,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,KHMSAVENUE,Vend HQ,,Cash Rounding,SA,TAMARA,503
236694,Nakhla IT Systems (LLC) Tamara,69011,73101,548216,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MAKSHOUQ,Vend HQ,,Cash Rounding,SA,TAMARA,1405
236699,Nakhla IT Systems (LLC) Tamara,69011,73102,548217,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,TAIFSHARST,Vend HQ,,Cash Rounding,SA,TAMARA,1005
236704,Nakhla IT Systems (LLC) Tamara,69011,73103,548218,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,NAJMELAGRO,Vend HQ,,Cash Rounding,SA,TAMARA,1303
236709,Nakhla IT Systems (LLC) Tamara,69011,73104,548219,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,JEDNRTHWLK,Vend HQ,,Cash Rounding,SA,TAMARA,220
236714,Nakhla IT Systems (LLC) Tamara,69011,73105,548220,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RYDANUDPRK,Vend HQ,,Cash Rounding,SA,TAMARA,123
236719,Nakhla IT Systems (LLC) Tamara,69011,73106,548221,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,KHRJHEDITY,Vend HQ,,Cash Rounding,SA,TAMARA,124
23731681,Nakhla IT Systems (LLC) Tamara,69011,122007,671376,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,QATIFCFRNT,Vend HQ,,Cash Rounding,SA,TAMARA,0810
23731659,Nakhla IT Systems (LLC) Tamara,69011,110017,652356,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,HAILZONE,Vend HQ,,Cash Rounding,SA,TAMARA,1203
23731613,Nakhla IT Systems (LLC) Tamara,69011,107012,650325,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ALQASRMALL,Vend HQ,,Cash Rounding,SA,TAMARA,145
23731618,Nakhla IT Systems (LLC) Tamara,69011,107007,650318,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDMAYAS,Vend HQ,,Cash Rounding,SA,TAMARA,315
23731621,Nakhla IT Systems (LLC) Tamara,69011,108018,651340,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,NAJPARK,Vend HQ,,Cash Rounding,SA,TAMARA,1311
23731626,Nakhla IT Systems (LLC) Tamara,69011,108006,651323,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,KHAMSBLVRD,Vend HQ,,Cash Rounding,SA,TAMARA,515
23731633,Nakhla IT Systems (LLC) Tamara,69011,108017,651338,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,YANBUMALL,Vend HQ,,Cash Rounding,SA,TAMARA,1703
23731608,Nakhla IT Systems (LLC) Tamara,69011,106012,649329,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,DAMRIVEIRA,Vend HQ,,Cash Rounding,SA,TAMARA,705
23731654,Nakhla IT Systems (LLC) Tamara,69011,110012,652351,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDJWALK,Vend HQ,,Cash Rounding,SA,TAMARA,316
23731645,Nakhla IT Systems (LLC) Tamara,69011,110007,652346,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDALMATAL,Vend HQ,,Cash Rounding,SA,TAMARA,314
623,Noor Mall,3008,2008,11011,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,NOUR,Vend HQ,,Cash Rounding,SA,NORMAL,0302
18668,OBHURMALL,72018,55010,447114,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,OBHURMALL,Vend HQ,,Cash Rounding,SA,NORMAL,0217
675,Onaizah Store,55013,39005,338046,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ONAIZAH,Vend HQ,,Cash Rounding,SA,NORMAL,1102
136681,PANORAMA,77011,59003,481113,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,PANORAMA,Vend HQ,,Cash Rounding,SA,NORMAL,1013
727,Park Hamat,68020,49012,407051,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,PARKHMT,Vend HQ,,Cash Rounding,SA,NORMAL,1002
634,PARK MALL,4011,3011,12011,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,TABOUK,Vend HQ,,Cash Rounding,SA,NORMAL,1501
1366832,PRNCSLRD,83015,68005,525121,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,PRNCSLRD,Vend HQ,,Cash Rounding,SA,NORMAL,0219
23731680,QATIFCFRNT,139012,122003,671368,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,QATIFCFRNT,Vend HQ,,Cash Rounding,SA,NORMAL,0810
236720,QUNKYLPLZA,87020,73014,548129,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,QUNKYLPLZA,Vend HQ,,Cash Rounding,SA,NORMAL,1004
719,Rashid Abha,68012,49004,407043,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RASHIDABHA,Vend HQ,,Cash Rounding,SA,NORMAL,0502
720,Rashid Jizan,68013,49005,407044,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RASHIDJZN,Vend HQ,,Cash Rounding,SA,NORMAL,1302
721,Rashid Madinah,68014,49006,407045,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RASHIDMAD,Vend HQ,,Cash Rounding,SA,NORMAL,0303
647,Red Sea Mall,9,9,1028,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,REDSEA,Vend HQ,,Cash Rounding,SA,NORMAL,0202
644,Riyadh Gallery,5,2,1024,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RYDGALLER,Vend HQ,,Cash Rounding,SA,NORMAL,0102
1366833,RIYADHDST,83017,69003,525147,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RIYADHDST,Vend HQ,,Cash Rounding,SA,NORMAL,0122
718,Ryd Wadi Laban,68011,49003,407042,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,WADILABAN,Vend HQ,,Cash Rounding,SA,NORMAL,0115
236795,RYDALYAPLZ,87035,73029,548144,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RYDALYAPLZ,Vend HQ,,Cash Rounding,SA,NORMAL,125
236710,RYDANUDPRK,87018,73012,548127,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RYDANUDPRK,Vend HQ,,Cash Rounding,SA,NORMAL,123
8668,RYDAVENUE,72016,55008,447112,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RYDAVENUE,Vend HQ,,Cash Rounding,SA,NORMAL,0116
13668,RYDPARK,72017,55009,447113,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RYDPARK,Vend HQ,,Cash Rounding,SA,NORMAL,0117
23731505,RYDSAWARIP,100014,87003,611126,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RYDSAWARIP,Vend HQ,,Cash Rounding,SA,NORMAL,0131
1366834,RYDSHIFA,83018,69004,525148,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RYDSHIFA,Vend HQ,,Cash Rounding,SA,NORMAL,0121
23731565,RYDYARMOOK,110014,96020,639134,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RYDYARMOOK,Vend HQ,,Cash Rounding,SA,NORMAL,0136
2368251,SABIAYASMN,95013,82003,577120,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,SABIAYASMN,Vend HQ,,Cash Rounding,SA,NORMAL,1304
651,Salam Mall,15,15,1034,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,SALAMJED,Vend HQ,,Cash Rounding,SA,NORMAL,0208
633,SALMAH MALL,4010,3010,12010,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,SALAMAH,Vend HQ,,Cash Rounding,SA,NORMAL,1201
23731540,SAMTAHMALL,108012,95003,636131,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,SAMTAHMALL,Vend HQ,,Cash Rounding,SA,NORMAL,1306
2366840,SMARTSHRYD,88015,74004,561122,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,SMARTSHRYD,Vend HQ,,Cash Rounding,SA,NORMAL,1405
1644,Tabby Saudi For communication and IT,50011,51108,3000066,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RYDGALLER,Vend HQ,,Cash Rounding,SA,TABBY,0104
3645,Tabby Saudi For communication and IT,50011,51120,3000043,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,HAYAT,Vend HQ,,Cash Rounding,SA,TABBY,0104
1629,Tabby Saudi For communication and IT,50011,51114,3000062,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ZAHRAN,Vend HQ,,Cash Rounding,SA,TABBY,0601
1621,Tabby Saudi For communication and IT,50011,51101,3000052,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,HAMRAA,Vend HQ,,Cash Rounding,SA,TABBY,0108
1630,Tabby Saudi For communication and IT,50011,51109,3000045,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,EHSAA,Vend HQ,,Cash Rounding,SA,TABBY,0801
1628,Tabby Saudi For communication and IT,50011,51125,3000061,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,JUBAIL,Vend HQ,,Cash Rounding,SA,TABBY,0901
1624,Tabby Saudi For communication and IT,50011,51099,3000044,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MANAR,Vend HQ,,Cash Rounding,SA,TABBY,0301
1618,Tabby Saudi For communication and IT,50011,51092,3000057,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,NAKHELMALL,Vend HQ,,Cash Rounding,SA,TABBY,0105
1622,Tabby Saudi For communication and IT,50011,51121,3000054,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,SALAMRYD,Vend HQ,,Cash Rounding,SA,TABBY,0109
1668,Tabby Saudi For communication and IT,50011,51111,3000047,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ALULA,Vend HQ,,Cash Rounding,SA,TABBY,1502
1665,Tabby Saudi For communication and IT,50011,51113,3000051,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ARABMALL,Vend HQ,,Cash Rounding,SA,TABBY,0210
1635,Tabby Saudi For communication and IT,50011,51086,3000080,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ASEER,Vend HQ,,Cash Rounding,SA,TABBY,0501
1654,Tabby Saudi For communication and IT,50011,51122,3000073,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,AZIZMALL,Vend HQ,,Cash Rounding,SA,TABBY,0206
1662,Tabby Saudi For communication and IT,50011,51087,3000056,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,DANA,Vend HQ,,Cash Rounding,SA,TABBY,1701
1626,Tabby Saudi For communication and IT,50011,51088,3000059,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,DAREEN,Vend HQ,,Cash Rounding,SA,TABBY,0701
1650,Tabby Saudi For communication and IT,50011,51127,3000072,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,FLAMINGO,Vend HQ,,Cash Rounding,SA,TABBY,0205
1694,Tabby Saudi For communication and IT,50011,51117,3000064,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,GRANADA,Vend HQ,,Cash Rounding,SA,TABBY,0110
1655,Tabby Saudi For communication and IT,50011,51096,3000075,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,HAIFAA,Vend HQ,,Cash Rounding,SA,TABBY,0209
1632,Tabby Saudi For communication and IT,50011,51098,3000081,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,KADI,Vend HQ,,Cash Rounding,SA,TABBY,1301
1625,Tabby Saudi For communication and IT,50011,51093,3000065,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,JURIMALL,Vend HQ,,Cash Rounding,SA,TABBY,1001
1620,Tabby Saudi For communication and IT,50011,51106,3000084,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,KHERAIS,Vend HQ,,Cash Rounding,SA,TABBY,0107
1649,Tabby Saudi For communication and IT,50011,51095,3000071,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MAHMAL,Vend HQ,,Cash Rounding,SA,TABBY,0204
1652,Tabby Saudi For communication and IT,50011,51104,3000067,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDAD,Vend HQ,,Cash Rounding,SA,TABBY,0103
1623,Tabby Saudi For communication and IT,50011,51103,3000055,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,NOUR,Vend HQ,,Cash Rounding,SA,TABBY,0302
1634,Tabby Saudi For communication and IT,50011,51119,3000076,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,TABOUK,Vend HQ,,Cash Rounding,SA,TABBY,1501
1647,Tabby Saudi For communication and IT,50011,51090,3000069,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,REDSEA,Vend HQ,,Cash Rounding,SA,TABBY,0202
1651,Tabby Saudi For communication and IT,50011,51118,3000074,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,SALAMJED,Vend HQ,,Cash Rounding,SA,TABBY,0208
1633,Tabby Saudi For communication and IT,50011,51110,3000046,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,SALAMAH,Vend HQ,,Cash Rounding,SA,TABBY,1201
1646,Tabby Saudi For communication and IT,50011,51107,3000048,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,TAHLIA,Vend HQ,,Cash Rounding,SA,TABBY,0201
1619,Tabby Saudi For communication and IT,50011,51124,3000058,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,TALAMALL,Vend HQ,,Cash Rounding,SA,TABBY,0106
1643,Tabby Saudi For communication and IT,50011,51105,3000082,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,TAWAREN,Vend HQ,,Cash Rounding,SA,TABBY,0101
1627,Tabby Saudi For communication and IT,50011,51089,3000060,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,WESTAVENUE,Vend HQ,,Cash Rounding,SA,TABBY,0702
1666,Tabby Saudi For communication and IT,50011,51100,3000049,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,YASMEEN,Vend HQ,,Cash Rounding,SA,TABBY,0207
1631,Tabby Saudi For communication and IT,50011,51116,3000063,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,NAKJPLAZA,Vend HQ,,Cash Rounding,SA,TABBY,1101
1648,Tabby Saudi For communication and IT,50011,51126,3000070,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ANDLUS,Vend HQ,,Cash Rounding,SA,TABBY,0203
1653,Tabby Saudi For communication and IT,50011,51115,3000079,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,AMWAJ,Vend HQ,,Cash Rounding,SA,TABBY,0401
1667,Tabby Saudi For communication and IT,50011,51091,3000083,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MAKKAH,Vend HQ,,Cash Rounding,SA,TABBY,1401
2686,Tabby Saudi For communication and IT,50011,52008,3000099,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RABWA,Vend HQ,,Cash Rounding,SA,TABBY,0112
1720,Tabby Saudi For communication and IT,50011,52021,3000101,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RASHIDJZN,Vend HQ,,Cash Rounding,SA,TABBY,1302
1727,Tabby Saudi For communication and IT,50011,52011,3000098,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,PARKHMT,Vend HQ,,Cash Rounding,SA,TABBY,1002
1726,Tabby Saudi For communication and IT,50011,52022,3000103,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,VILLAGEHMT,Vend HQ,,Cash Rounding,SA,TABBY,0215
1723,Tabby Saudi For communication and IT,50011,52013,3000093,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,HAFRBATIN,Vend HQ,,Cash Rounding,SA,TABBY,0803
1724,Tabby Saudi For communication and IT,50011,52005,3000086,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,BUROTHAIM,Vend HQ,,Cash Rounding,SA,TABBY,1103
1718,Tabby Saudi For communication and IT,50011,52012,3000104,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,WADILABAN,Vend HQ,,Cash Rounding,SA,TABBY,0115
1663,Tabby Saudi For communication and IT,50011,52007,3000090,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,EXBSA03,Vend HQ,,Cash Rounding,SA,TABBY,0110
1664,Tabby Saudi For communication and IT,50011,52004,3000091,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,EXBSA04,Vend HQ,,Cash Rounding,SA,TABBY,0110
1722,Tabby Saudi For communication and IT,50011,52014,3000094,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,KHAFOTHAIM,Vend HQ,,Cash Rounding,SA,TABBY,0802
1719,Tabby Saudi For communication and IT,50011,52019,3000100,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RASHIDABHA,Vend HQ,,Cash Rounding,SA,TABBY,0502
1721,Tabby Saudi For communication and IT,50011,52006,3000102,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RASHIDMAD,Vend HQ,,Cash Rounding,SA,TABBY,0303
1728,Tabby Saudi For communication and IT,50011,52017,3000096,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,NAKHDMM,Vend HQ,,Cash Rounding,SA,TABBY,0704
1725,Tabby Saudi For communication and IT,50011,52020,3000087,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,DAMMOTHAIM,Vend HQ,,Cash Rounding,SA,TABBY,0703
1688,Tabby Saudi For communication and IT,50011,52009,3000085,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ARARMALL,Vend HQ,,Cash Rounding,SA,TABBY,0113
1674,Tabby Saudi For communication and IT,50011,52018,3000097,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ONAIZAH,Vend HQ,,Cash Rounding,SA,TABBY,1102
1669,Tabby Saudi For communication and IT,50011,52010,3000095,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MAKTOWER,Vend HQ,,Cash Rounding,SA,TABBY,1402
5668,Tabby Saudi For communication and IT,50011,56003,449110,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,AJAWEED,Vend HQ,,Cash Rounding,SA,TABBY,0216
10668,Tabby Saudi For communication and IT,50011,56004,449111,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RYDAVENUE,Vend HQ,,Cash Rounding,SA,TABBY,0116
15668,Tabby Saudi For communication and IT,50011,56005,449112,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RYDPARK,Vend HQ,,Cash Rounding,SA,TABBY,0117
20668,Tabby Saudi For communication and IT,50011,56006,449113,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,OBHURMALL,Vend HQ,,Cash Rounding,SA,TABBY,0217
25668,Tabby Saudi For communication and IT,50011,56007,449114,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,HAMDANIIYA,Vend HQ,,Cash Rounding,SA,TABBY,0218
1566833,Tabby Saudi For communication and IT,50011,69007,525152,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RIYADHDST,Vend HQ,,Cash Rounding,SA,TABBY,0122
1566834,Tabby Saudi For communication and IT,50011,69008,525153,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RYDSHIFA,Vend HQ,,Cash Rounding,SA,TABBY,0121
236723,Tabby Saudi For communication and IT,50011,73083,548198,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,QUNKYLPLZA,Vend HQ,,Cash Rounding,SA,TABBY,1004
236728,Tabby Saudi For communication and IT,50011,73084,548199,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ALBAHAMAL,Vend HQ,,Cash Rounding,SA,TABBY,1003
1566831,Tabby Saudi For communication and IT,50011,68009,525125,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,KHURAISSQ,Vend HQ,,Cash Rounding,SA,TABBY,0120
1566832,Tabby Saudi For communication and IT,50011,68010,525126,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,PRNCSLRD,Vend HQ,,Cash Rounding,SA,TABBY,0219
156684,Tabby Saudi For communication and IT,50011,71005,537121,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDANDLUSH,Vend HQ,,Cash Rounding,SA,TABBY,0305
236733,Tabby Saudi For communication and IT,50011,73085,548200,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,JEDCORNCH1,Vend HQ,,Cash Rounding,SA,TABBY,221
236738,Tabby Saudi For communication and IT,50011,73086,548201,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,KHAMESBLD,Vend HQ,,Cash Rounding,SA,TABBY,504
236743,Tabby Saudi For communication and IT,50011,73087,548202,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDSULTANA,Vend HQ,,Cash Rounding,SA,TABBY,308
236768,Tabby Saudi For communication and IT,50011,73093,548208,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MAKDNACNTR,Vend HQ,,Cash Rounding,SA,TABBY,1406
236773,Tabby Saudi For communication and IT,50011,73094,548209,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ABHLVNDAPK,Vend HQ,,Cash Rounding,SA,TABBY,505
236778,Tabby Saudi For communication and IT,50011,73095,548210,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MAKMYANYRD,Vend HQ,,Cash Rounding,SA,TABBY,1407
236783,Tabby Saudi For communication and IT,50011,73096,548211,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDDARIMAN,Vend HQ,,Cash Rounding,SA,TABBY,306
236788,Tabby Saudi For communication and IT,50011,73097,548212,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDALHIJRA,Vend HQ,,Cash Rounding,SA,TABBY,309
236793,Tabby Saudi For communication and IT,50011,73098,548213,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDMVNPICK,Vend HQ,,Cash Rounding,SA,TABBY,307
236798,Tabby Saudi For communication and IT,50011,73099,548214,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RYDALYAPLZ,Vend HQ,,Cash Rounding,SA,TABBY,125
2366843,Tabby Saudi For communication and IT,50011,74035,561152,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,SMARTSHRYD,Vend HQ,,Cash Rounding,SA,TABBY,1405
2366848,Tabby Saudi For communication and IT,50011,74036,561153,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,HAMDANYA2,Vend HQ,,Cash Rounding,SA,TABBY,1005
2366853,Tabby Saudi For communication and IT,50011,74037,561154,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,TAIBAMED,Vend HQ,,Cash Rounding,SA,TABBY,1303
2366863,Tabby Saudi For communication and IT,50011,74039,561157,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ALAQEQRYD,Vend HQ,,Cash Rounding,SA,TABBY,0123
2366868,Tabby Saudi For communication and IT,50011,74040,561158,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,AZIZIARYD,Vend HQ,,Cash Rounding,SA,TABBY,0124
2366873,Tabby Saudi For communication and IT,50011,74041,561159,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,THEGATERYD,Vend HQ,,Cash Rounding,SA,TABBY,1004
2366878,Tabby Saudi For communication and IT,50011,74042,561160,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ALMALGARYD,Vend HQ,,Cash Rounding,SA,TABBY,1003
2366883,Tabby Saudi For communication and IT,50011,74043,561162,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDTHEGATE,Vend HQ,,Cash Rounding,SA,TABBY,0221
236813,Tabby Saudi For communication and IT,50011,80005,574123,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,HILTONMAK2,Vend HQ,,Cash Rounding,SA,TABBY,1408
23731502,Tabby Saudi For communication and IT,50011,84014,586129,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,KHAMISKKHD,Vend HQ,,Cash Rounding,SA,TABBY,0506
23731507,Tabby Saudi For communication and IT,50011,87009,611144,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RYDSAWARIP,Vend HQ,,Cash Rounding,SA,TABBY,0131
23731512,Tabby Saudi For communication and IT,50011,87010,611145,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ABHATIMSQR,Vend HQ,,Cash Rounding,SA,TABBY,0507
23731517,Tabby Saudi For communication and IT,50011,90006,624127,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,TOWNSQJED,Vend HQ,,Cash Rounding,SA,TABBY,227
23731532,Tabby Saudi For communication and IT,50011,91011,630143,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,KHOQOSAIBI,Vend HQ,,Cash Rounding,SA,TABBY,402
23731683,Hungerstation,45014,122004,#N/A,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,QATIFCFRNT,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,0810
23731557,Tabby Saudi For communication and IT,50011,96025,639143,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,WATANIYAHB,Vend HQ,,Cash Rounding,SA,TABBY,0804
