ROW_ID,BILL_TO_NAME,BILL_TO_ACCOUNT,BILL_TO_SITE_NUMBER,BUSINESS_UNIT,TXN_SOURCE,TXN_TYPE,RATE_IS_CORPORATE,REC_ACTIVITY_NAME_BANK,SUBINVENTORY,INTEGRATION_SOURCE,DISTRIBUTION_ACC_ID,REC_ACTIVITY_NAME_CASH,REGION,CUSTOMER_TYPE,COST_CENTER_CODE
604,Hungerstation,45014,210041,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,EHSAA,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,801
605,Hungerstation,45014,210056,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,JUBAIL,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,901
606,Hungerstation,45014,210058,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,NAKJPLAZA,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,1101
607,Hungerstation,45014,210070,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,AMWAJ,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,401
608,Hungerstation,45014,210035,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ASEER,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,501
609,Hungerstation,45014,210048,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,HAMRAA,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,108
610,Hungerstation,45014,210031,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,HAYAT,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,104
611,Hungerstation,45014,210040,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MANAR,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,301
612,Hungerstation,45014,210052,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,NAKHELMALL,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,105
613,Hungerstation,45014,210032,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,SALAMRYD,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,109
614,Hungerstation,45014,210043,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ALULA,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,1502
615,Hungerstation,45014,210064,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ANDLUS,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,203
616,Hungerstation,45014,210047,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ARABMALL,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,210
617,Hungerstation,45014,210067,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,AZIZMALL,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,206
618,Al Nakheel Mall,3003,11006,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,NAKHELMALL,Vend HQ,,Cash Rounding,SA,NORMAL,105
619,Tala Mall,3004,11007,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,TALAMALL,Vend HQ,,Cash Rounding,SA,NORMAL,106
620,Khris Mall,3005,11008,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,KHERAIS,Vend HQ,,Cash Rounding,SA,NORMAL,107
621,Al Hamra Mall,3006,11009,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,HAMRAA,Vend HQ,,Cash Rounding,SA,NORMAL,108
622,Al Salam Mall,3007,11010,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,SALAMRYD,Vend HQ,,Cash Rounding,SA,NORMAL,109
623,Noor Mall,3008,11011,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,NOUR,Vend HQ,,Cash Rounding,SA,NORMAL,302
624,Al Manar Mall,3009,11012,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MANAR,Vend HQ,,Cash Rounding,SA,NORMAL,301
625,JORI MALL,4002,12002,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,JURIMALL,Vend HQ,,Cash Rounding,SA,NORMAL,1001
626,DAREEN MALL,4003,12003,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,DAREEN,Vend HQ,,Cash Rounding,SA,NORMAL,701
627,WEST AVINEO,4004,12004,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,WESTAVENUE,Vend HQ,,Cash Rounding,SA,NORMAL,702
628,AL JUBAIL MALL,4005,12005,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,JUBAIL,Vend HQ,,Cash Rounding,SA,NORMAL,901
629,AL DAHRAN MALL,4006,12006,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ZAHRAN,Vend HQ,,Cash Rounding,SA,NORMAL,601
630,AL IHSA MALL,4007,12007,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,EHSAA,Vend HQ,,Cash Rounding,SA,NORMAL,801
631,AL NAKheel PLAZA,4008,12008,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,NAKJPLAZA,Vend HQ,,Cash Rounding,SA,NORMAL,1101
632,KADI MALL,4009,12009,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,KADI,Vend HQ,,Cash Rounding,SA,NORMAL,1301
633,SALMAH MALL,4010,12010,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,SALAMAH,Vend HQ,,Cash Rounding,SA,NORMAL,1201
634,PARK MALL,4011,12011,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,TABOUK,Vend HQ,,Cash Rounding,SA,NORMAL,1501
635,ASSER MALL,4012,12012,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ASEER,Vend HQ,,Cash Rounding,SA,NORMAL,501
636,Hall 8,14003,56008,IBRAQ-KUWAIT (CR 460767),Vend Kuwait,Vend Invoice Kuwait,1,IQ-KUW Bank Charge,Hall 8,Vend HQ,,IBRAQ-KUWAIT Cash Rounding,KW,NORMAL,7002
637,Hall 4,18007,72019,IBRAQ-KUWAIT (CR 460767),Vend Kuwait,Vend Invoice Kuwait,1,IQ-KUW Bank Charge,Hall 4,Vend HQ,,IBRAQ-KUWAIT Cash Rounding,KW,NORMAL,7003
638,Hungerstation,45014,210054,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,DAREEN,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,701
639,Dubai Mall,52012,318042,AlQurashi-UAE,Vend UAE,Vend Invoice UAE,1,Bank Charge UAE,DUBMAL,Vend HQ,,Cash Rounding UAE,AE,NORMAL,3101
640,Mall of Oman,52013,318043,AlQurashi-Oman,Vend Oman,Vend Invoice Oman,1,Bank Charge OMN,OMMAL,Vend HQ,,Cash Rounding OMN,OM,NORMAL,
641,City Walk Mall,6003,16006,AlQurashi-UAE,Vend UAE,Vend Invoice UAE,1,Bank Charge UAE,CITYWALK,Vend HQ,,Cash Rounding UAE,AE,NORMAL,3101
642,Marsa AL Seef Mall,6004,16007,AlQurashi-UAE,Vend UAE,Vend Invoice UAE,1,Bank Charge UAE,MARSASEEF,Vend HQ,,Cash Rounding UAE,AE,NORMAL,3003
643,Twaren Center,3001,11004,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,TAWAREN,Vend HQ,,Cash Rounding,SA,NORMAL,101
644,Riyadh Gallery,5,1024,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RYDGALLER,Vend HQ,,Cash Rounding,SA,NORMAL,102
645,Al Hayat Mall,3002,11005,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,HAYAT,Vend HQ,,Cash Rounding,SA,NORMAL,104
646,Tahliah,8,1027,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,TAHLIA,Vend HQ,,Cash Rounding,SA,NORMAL,201
647,Red Sea Mall,9,1028,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,REDSEA,Vend HQ,,Cash Rounding,SA,NORMAL,202
648,Andalus Mall,10,1029,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ANDLUS,Vend HQ,,Cash Rounding,SA,NORMAL,203
649,Mahmal Center,11,1030,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MAHMAL,Vend HQ,,Cash Rounding,SA,NORMAL,204
650,Felamengo Mall,12,1031,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,FLAMINGO,Vend HQ,,Cash Rounding,SA,NORMAL,205
651,Salam Mall,15,1034,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,SALAMJED,Vend HQ,,Cash Rounding,SA,NORMAL,208
652,Medad Center,6,1025,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDAD,Vend HQ,,Cash Rounding,SA,NORMAL,103
653,AMUAJJ MALL,4001,12001,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,AMWAJ,Vend HQ,,Cash Rounding,SA,NORMAL,401
654,Aziz Mall,13,1032,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,AZIZMALL,Vend HQ,,Cash Rounding,SA,NORMAL,206
655,Haifaa Mall,16,1035,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,HAIFAA,Vend HQ,,Cash Rounding,SA,NORMAL,209
656,Saharah Mall,6005,16008,AlQurashi-UAE,Vend UAE,Vend Invoice UAE,1,Bank Charge UAE,SAHARH,Vend HQ,,Cash Rounding UAE,AE,NORMAL,3201
657,AL Ain Mall,6006,16009,AlQurashi-UAE,Vend UAE,Vend Invoice UAE,1,Bank Charge UAE,ALAIN,Vend HQ,,Cash Rounding UAE,AE,NORMAL,3301
658,AL Fujairah Mall,6007,16010,AlQurashi-UAE,Vend UAE,Vend Invoice UAE,1,Bank Charge UAE,FUJAIRAH,Vend HQ,,Cash Rounding UAE,AE,NORMAL,3402
659,Manar Mall RAK,6008,16011,AlQurashi-UAE,Vend UAE,Vend Invoice UAE,1,Bank Charge UAE,MANARRAK,Vend HQ,,Cash Rounding UAE,AE,NORMAL,3501
660,AL Wehdah Mall,6001,16004,AlQurashi-UAE,Vend UAE,Vend Invoice UAE,1,Bank Charge UAE,WEHDA,Vend HQ,,Cash Rounding UAE,AE,NORMAL,3001
661,Deerfields Mall,6002,16005,AlQurashi-UAE,Vend UAE,Vend Invoice UAE,1,Bank Charge UAE,DEERFIELDS,Vend HQ,,Cash Rounding UAE,AE,NORMAL,3002
662,Dana Mall,34011,176028,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,DANA,Vend HQ,,Cash Rounding,SA,NORMAL,1701
663,Exhibition-SA3,67014,382046,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,EXBSA03,Vend HQ,,Cash Rounding,SA,NORMAL,110
664,Exhibition-SA4,67015,382047,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,EXBSA04,Vend HQ,,Cash Rounding,SA,NORMAL,110
665,Arab Mall,2001,10001,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ARABMALL,Vend HQ,,Cash Rounding,SA,NORMAL,210
666,Yasmeen Mall,14,1033,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,YASMEEN,Vend HQ,,Cash Rounding,SA,NORMAL,207
667,Makkah Mall,2002,10002,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MAKKAH,Vend HQ,,Cash Rounding,SA,NORMAL,1401
668,Al Ula,45013,210030,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ALULA,Vend HQ,,Cash Rounding,SA,NORMAL,1502
669,Mrsool,45015,210080,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MAKTOWER,Vend HQ,,Cash Rounding,SA,MRSOOL,1402
670,Makkah Tower,55011,338044,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MAKTOWER,Vend HQ,,Cash Rounding,SA,NORMAL,1402
671,Hungerstation,45014,210038,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MAKTOWER,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,1402
672,Yas Mall,55015,338048,AlQurashi-UAE,Vend UAE,Vend Invoice UAE,1,Bank Charge UAE,YASKIOSK,Vend HQ,,Cash Rounding UAE,AE,NORMAL,3003
673,Mrsool,45015,210082,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ONAIZAH,Vend HQ,,Cash Rounding,SA,MRSOOL,1102
674,Hungerstation,45014,210040,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ONAIZAH,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,1102
675,Onaizah Store,55013,338046,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ONAIZAH,Vend HQ,,Cash Rounding,SA,NORMAL,1102
676,Mrsool,45015,210082,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,EXBSA,Vend HQ,,Cash Rounding,SA,MRSOOL,113
4717,Tabby Saudi For communication and IT,50011,449115,IBRAQ-KUWAIT (CR 460767),Vend Kuwait,Vend Invoice Kuwait,1,IQ-KUW Bank Charge,ALKOUTMALL,Vend HQ,,IBRAQ-KUWAIT Cash Rounding,KW,TABBY,7005
5717,Nakhla IT Systems (LLC) Tamara,69011,449117,IBRAQ-KUWAIT (CR 460767),Vend Kuwait,Vend Invoice Kuwait,1,IQ-KUW Bank Charge,ALKOUTMALL,Vend HQ,,IBRAQ-KUWAIT Cash Rounding,KW,TAMARA,7005
3717,ALKOUTMALL,72011,446109,IBRAQ-KUWAIT (CR 460767),Vend Kuwait,Vend Invoice Kuwait,1,IQ-KUW Bank Charge,ALKOUTMALL,Vend HQ,,IBRAQ-KUWAIT Cash Rounding,KW,NORMAL,7005
8717,GATEMALL,72013,447109,IBRAQ-KUWAIT (CR 460767),Vend Kuwait,Vend Invoice Kuwait,1,IQ-KUW Bank Charge,GATEMALL,Vend HQ,,IBRAQ-KUWAIT Cash Rounding,KW,NORMAL,7006
6717,Tabby Saudi For communication and IT,50011,449116,IBRAQ-KUWAIT (CR 460767),Vend Kuwait,Vend Invoice Kuwait,1,IQ-KUW Bank Charge,GATEMALL,Vend HQ,,IBRAQ-KUWAIT Cash Rounding,KW,TABBY,7006
7717,Nakhla IT Systems (LLC) Tamara,69011,449118,IBRAQ-KUWAIT (CR 460767),Vend Kuwait,Vend Invoice Kuwait,1,IQ-KUW Bank Charge,GATEMALL,Vend HQ,,IBRAQ-KUWAIT Cash Rounding,KW,TAMARA,7006
1679,SALALAH,72012,446110,AlQurashi-Oman,Vend Oman,Vend Invoice Oman,1,Bank Charge OMN,SALALAH,Vend HQ,,Cash Rounding OMN,OM,NORMAL,
3668,AJAWEED,72015,447111,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,AJAWEED,Vend HQ,,Cash Rounding,SA,NORMAL,216
4614,Hungerstation,45014,449126,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,AJAWEED,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,216
5668,Tabby Saudi For communication and IT,50011,449110,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,AJAWEED,Vend HQ,,Cash Rounding,SA,TABBY,216
6668,Nakhla IT Systems (LLC) Tamara,69011,449119,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,AJAWEED,Vend HQ,,Cash Rounding,SA,TAMARA,216
7601,Mrsool,45015,449133,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,AJAWEED,Vend HQ,,Cash Rounding,SA,MRSOOL,216
8668,RYDAVENUE,72016,447112,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RYDAVENUE,Vend HQ,,Cash Rounding,SA,NORMAL,116
9614,Hungerstation,45014,449127,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RYDAVENUE,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,116
10668,Tabby Saudi For communication and IT,50011,449111,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RYDAVENUE,Vend HQ,,Cash Rounding,SA,TABBY,116
11668,Nakhla IT Systems (LLC) Tamara,69011,449120,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RYDAVENUE,Vend HQ,,Cash Rounding,SA,TAMARA,116
12601,Mrsool,45015,449134,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RYDAVENUE,Vend HQ,,Cash Rounding,SA,MRSOOL,116
13668,RYDPARK,72017,447113,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RYDPARK,Vend HQ,,Cash Rounding,SA,NORMAL,117
14614,Hungerstation,45014,449128,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RYDPARK,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,117
15668,Tabby Saudi For communication and IT,50011,449112,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RYDPARK,Vend HQ,,Cash Rounding,SA,TABBY,117
16668,Nakhla IT Systems (LLC) Tamara,69011,449121,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RYDPARK,Vend HQ,,Cash Rounding,SA,TAMARA,117
17601,Mrsool,45015,449135,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RYDPARK,Vend HQ,,Cash Rounding,SA,MRSOOL,117
18668,OBHURMALL,72018,447114,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,OBHURMALL,Vend HQ,,Cash Rounding,SA,NORMAL,217
19614,Hungerstation,45014,449129,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,OBHURMALL,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,217
20668,Tabby Saudi For communication and IT,50011,449113,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,OBHURMALL,Vend HQ,,Cash Rounding,SA,TABBY,217
21668,Nakhla IT Systems (LLC) Tamara,69011,449122,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,OBHURMALL,Vend HQ,,Cash Rounding,SA,TAMARA,217
22601,Mrsool,45015,449136,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,OBHURMALL,Vend HQ,,Cash Rounding,SA,MRSOOL,217
23668,HAMDANIIYA,72019,447115,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,HAMDANIIYA,Vend HQ,,Cash Rounding,SA,NORMAL,218
24614,Hungerstation,45014,449130,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,HAMDANIIYA,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,218
25668,Tabby Saudi For communication and IT,50011,449114,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,HAMDANIIYA,Vend HQ,,Cash Rounding,SA,TABBY,218
26668,Nakhla IT Systems (LLC) Tamara,69011,449123,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,HAMDANIIYA,Vend HQ,,Cash Rounding,SA,TAMARA,218
27601,Mrsool,45015,449137,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,HAMDANIIYA,Vend HQ,,Cash Rounding,SA,MRSOOL,218
1366833,RIYADHDST,83017,525147,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RIYADHDST,Vend HQ,,Cash Rounding,SA,NORMAL,122
2366833,Hungerstation,45014,525149,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RIYADHDST,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,122
1566833,Tabby Saudi For communication and IT,50011,525152,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RIYADHDST,Vend HQ,,Cash Rounding,SA,TABBY,122
1666833,Nakhla IT Systems (LLC) Tamara,69011,525154,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RIYADHDST,Vend HQ,,Cash Rounding,SA,TAMARA,122
1760133,Mrsool,45015,525156,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RIYADHDST,Vend HQ,,Cash Rounding,SA,MRSOOL,122
1366834,RYDSHIFA,83018,525148,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RYDSHIFA,Vend HQ,,Cash Rounding,SA,NORMAL,121
2366834,Hungerstation,45014,525151,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RYDSHIFA,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,121
1566834,Tabby Saudi For communication and IT,50011,525153,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RYDSHIFA,Vend HQ,,Cash Rounding,SA,TABBY,121
1666834,Nakhla IT Systems (LLC) Tamara,69011,525155,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RYDSHIFA,Vend HQ,,Cash Rounding,SA,TAMARA,121
1760134,Mrsool,45015,525157,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RYDSHIFA,Vend HQ,,Cash Rounding,SA,MRSOOL,121
1366835,JAHARKWT,84020,528124,IBRAQ-KUWAIT (CR 460767),Vend Kuwait,Vend Invoice Kuwait,1,IQ-KUW Bank Charge,JAHARKWT,Vend HQ,,IBRAQ-KUWAIT Cash Rounding,KW,NORMAL,121
236722,Mrsool,45015,548175,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,QUNKYLPLZA,Vend HQ,,Cash Rounding,SA,MRSOOL,1004
236723,Tabby Saudi For communication and IT,50011,548198,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,QUNKYLPLZA,Vend HQ,,Cash Rounding,SA,TABBY,1004
236724,Nakhla IT Systems (LLC) Tamara,69011,548222,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,QUNKYLPLZA,Vend HQ,,Cash Rounding,SA,TAMARA,1004
236725,ALBAHAMAL,87021,548130,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ALBAHAMAL,Vend HQ,,Cash Rounding,SA,NORMAL,1003
236726,Hungerstation,45014,548153,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ALBAHAMAL,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,1003
236727,Mrsool,45015,548176,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ALBAHAMAL,Vend HQ,,Cash Rounding,SA,MRSOOL,1003
236728,Tabby Saudi For communication and IT,50011,548199,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ALBAHAMAL,Vend HQ,,Cash Rounding,SA,TABBY,1003
236729,Nakhla IT Systems (LLC) Tamara,69011,548223,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ALBAHAMAL,Vend HQ,,Cash Rounding,SA,TAMARA,1003
236730,JEDCORNCH1,87022,548131,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,JEDCORNCH1,Vend HQ,,Cash Rounding,SA,NORMAL,221
1562,Tabby Saudi For communication and IT,50011,445061,IBRAQ-KUWAIT (CR 460767),Vend Kuwait,Vend Invoice Kuwait,1,IQ-KUW Bank Charge,Avenues,Vend HQ,,IBRAQ-KUWAIT Cash Rounding,KW,TABBY,7001
2562,Nakhla IT Systems (LLC) Tamara,69011,445057,IBRAQ-KUWAIT (CR 460767),Vend Kuwait,Vend Invoice Kuwait,1,IQ-KUW Bank Charge,Avenues,Vend HQ,,IBRAQ-KUWAIT Cash Rounding,KW,TAMARA,7001
1636,Tabby Saudi For communication and IT,50011,445063,IBRAQ-KUWAIT (CR 460767),Vend Kuwait,Vend Invoice Kuwait,1,IQ-KUW Bank Charge,Hall 8,Vend HQ,,IBRAQ-KUWAIT Cash Rounding,KW,TABBY,7002
2636,Nakhla IT Systems (LLC) Tamara,69011,445058,IBRAQ-KUWAIT (CR 460767),Vend Kuwait,Vend Invoice Kuwait,1,IQ-KUW Bank Charge,Hall 8,Vend HQ,,IBRAQ-KUWAIT Cash Rounding,KW,TAMARA,7002
1637,Tabby Saudi For communication and IT,50011,445064,IBRAQ-KUWAIT (CR 460767),Vend Kuwait,Vend Invoice Kuwait,1,IQ-KUW Bank Charge,Hall 4,Vend HQ,,IBRAQ-KUWAIT Cash Rounding,KW,TABBY,7003
2637,Nakhla IT Systems (LLC) Tamara,69011,445059,IBRAQ-KUWAIT (CR 460767),Vend Kuwait,Vend Invoice Kuwait,1,IQ-KUW Bank Charge,Hall 4,Vend HQ,,IBRAQ-KUWAIT Cash Rounding,KW,TAMARA,7003
1717,Tabby Saudi For communication and IT,50011,445065,IBRAQ-KUWAIT (CR 460767),Vend Kuwait,Vend Invoice Kuwait,1,IQ-KUW Bank Charge,AVENUKIOSK,Vend HQ,,IBRAQ-KUWAIT Cash Rounding,KW,TABBY,7004
2717,Nakhla IT Systems (LLC) Tamara,69011,445060,IBRAQ-KUWAIT (CR 460767),Vend Kuwait,Vend Invoice Kuwait,1,IQ-KUW Bank Charge,AVENUKIOSK,Vend HQ,,IBRAQ-KUWAIT Cash Rounding,KW,TAMARA,7004
1680,Tabby Saudi For communication and IT,50011,445069,AlQurashi-UAE,Vend UAE,Vend Invoice UAE,1,Bank Charge UAE,FUJAIRAHCC,Vend HQ,,Cash Rounding UAE,AE,TABBY,3402
2680,Nakhla IT Systems (LLC) Tamara,69011,445082,AlQurashi-UAE,Vend UAE,Vend Invoice UAE,1,Bank Charge UAE,FUJAIRAHCC,Vend HQ,,Cash Rounding UAE,AE,TAMARA,3402
1716,Tabby Saudi For communication and IT,50011,445070,AlQurashi-UAE,Vend UAE,Vend Invoice UAE,1,Bank Charge UAE,MIRDIFFCC,Vend HQ,,Cash Rounding UAE,AE,TABBY,3104
2716,Nakhla IT Systems (LLC) Tamara,69011,445083,AlQurashi-UAE,Vend UAE,Vend Invoice UAE,1,Bank Charge UAE,MIRDIFFCC,Vend HQ,,Cash Rounding UAE,AE,TAMARA,3104
1564,Tabby Saudi For communication and IT,50011,445066,AlQurashi-UAE,Vend UAE,Vend Invoice UAE,1,Bank Charge UAE,ZAHIA,Vend HQ,,Cash Rounding UAE,AE,TABBY,3202
2564,Nakhla IT Systems (LLC) Tamara,69011,445079,AlQurashi-UAE,Vend UAE,Vend Invoice UAE,1,Bank Charge UAE,ZAHIA,Vend HQ,,Cash Rounding UAE,AE,TAMARA,3202
1639,Tabby Saudi For communication and IT,50011,445067,AlQurashi-UAE,Vend UAE,Vend Invoice UAE,1,Bank Charge UAE,DUBMAL,Vend HQ,,Cash Rounding UAE,AE,TABBY,3101
2639,Nakhla IT Systems (LLC) Tamara,69011,445080,AlQurashi-UAE,Vend UAE,Vend Invoice UAE,1,Bank Charge UAE,DUBMAL,Vend HQ,,Cash Rounding UAE,AE,TAMARA,3101
1641,Tabby Saudi For communication and IT,50011,495111,AlQurashi-UAE,Vend UAE,Vend Invoice UAE,1,Bank Charge UAE,CITYWALK,Vend HQ,,Cash Rounding UAE,AE,TABBY,3101
2641,Nakhla IT Systems (LLC) Tamara,69011,445087,AlQurashi-UAE,Vend UAE,Vend Invoice UAE,1,Bank Charge UAE,CITYWALK,Vend HQ,,Cash Rounding UAE,AE,TAMARA,3101
1642,Tabby Saudi For communication and IT,50011,445074,AlQurashi-UAE,Vend UAE,Vend Invoice UAE,1,Bank Charge UAE,MARSASEEF,Vend HQ,,Cash Rounding UAE,AE,TABBY,3003
2642,Nakhla IT Systems (LLC) Tamara,69011,445088,AlQurashi-UAE,Vend UAE,Vend Invoice UAE,1,Bank Charge UAE,MARSASEEF,Vend HQ,,Cash Rounding UAE,AE,TAMARA,3003
1656,Tabby Saudi For communication and IT,50011,445075,AlQurashi-UAE,Vend UAE,Vend Invoice UAE,1,Bank Charge UAE,SAHARH,Vend HQ,,Cash Rounding UAE,AE,TABBY,3201
2656,Nakhla IT Systems (LLC) Tamara,69011,445089,AlQurashi-UAE,Vend UAE,Vend Invoice UAE,1,Bank Charge UAE,SAHARH,Vend HQ,,Cash Rounding UAE,AE,TAMARA,3201
